,거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
31625,"15,000",직거래,2013,2021,영등포동2가,이지리움S,11,25,13.35,,28-117,11560,6,,
31626,"10,200",중개거래,2014,2021,영등포동3가,포레스트힐시티,11,30,13.53,서울 영등포구,19-2,11560,3,,
31627,"14,000",중개거래,2012,2021,영등포동4가,영등포그랑그루,11,2,12.1,서울 영등포구,103,11560,7,,
31628,"134,000",중개거래,1998,2021,영등포동7가,경남아너스빌,11,10,114.77,서울 영등포구,46-1,11560,15,,
31629,"13,000",직거래,2012,2021,영등포동7가,훼미리하우스117,11,26,16.9,,94-51,11560,5,,
31630,"178,500",중개거래,2017,2021,영등포동7가,아크로타워스퀘어,11,27,84.65,서울 영등포구,203,11560,21,,
31631,"124,000",중개거래,2004,2021,영등포동8가,당산푸르지오,11,8,59.7,서울 영등포구,91,11560,9,,
31632,"13,500",직거래,2012,2021,영등포동8가,영등포메이준2011,11,11,12.11,,51-1,11560,17,,
31633,"395,000",중개거래,1976,2021,여의도동,서울,11,2,139.31,서울 영등포구,21-1,11560,12,,
31634,"260,000",중개거래,1976,2021,여의도동,수정,11,2,150.65,서울 영등포구,32,11560,10,,
31635,"285,000",중개거래,1978,2021,여의도동,미성,11,8,140.76,서울 영등포구,37,11560,11,,
31636,"230,000",중개거래,2002,2021,여의도동,대우트럼프월드Ⅰ,11,30,178.5,서울 영등포구,55-1,11560,22,,
31637,"82,000",중개거래,1996,2021,당산동1가,코오롱,11,7,68.88,서울 영등포구,9-1,11560,6,,
31638,"123,800",중개거래,1994,2021,당산동2가,당산2가현대홈타운,11,12,82.77,서울 영등포구,164,11560,14,,
31639,"62,000",중개거래,1999,2021,당산동2가,당산대우,11,13,45.55,서울 영등포구,16-1,11560,20,,
31640,"40,000",중개거래,1999,2021,당산동2가,당산대우,11,25,31.73,서울 영등포구,16-1,11560,11,,
31641,"125,000",중개거래,1986,2021,당산동3가,당산한양,11,6,84.93,서울 영등포구,2-6,11560,11,,
31642,"113,000",중개거래,1986,2021,당산동3가,당산한양,11,13,73.87,서울 영등포구,2-6,11560,9,,
31643,"186,000",중개거래,2010,2021,당산동4가,당산반도유보라팰리스,11,4,157.87,서울 영등포구,96,11560,2,,
31644,"109,000",중개거래,2013,2021,당산동4가,삼익플라주,11,13,84.16,서울 영등포구,97,11560,19,,
31645,"104,500",중개거래,2000,2021,당산동4가,당산현대5차,11,20,59.55,서울 영등포구,30-1,11560,2,,
31646,"124,000",중개거래,2000,2021,당산동4가,당산현대5차,11,22,59.75,서울 영등포구,30-1,11560,4,,
31647,"115,000",중개거래,2000,2021,당산동4가,당산현대5차,11,23,59.37,서울 영등포구,30-1,11560,4,,
31648,"37,500",중개거래,2005,2021,당산동5가,당산디오빌,11,8,28.86,서울 영등포구,11-33,11560,8,,
31649,"203,000",중개거래,2003,2021,당산동5가,당산삼성래미안4차,11,10,161.08,서울 영등포구,42,11560,15,,
31650,"67,500",중개거래,2005,2021,당산동,성재아이캐슬,11,5,84.26,서울 영등포구,121-136,11560,5,,
31651,"16,000",직거래,2015,2021,당산동,리버뷰,11,5,18.36,,121-130,11560,9,,
31652,"15,300",직거래,2015,2021,당산동,리버뷰,11,5,15.05,,121-130,11560,9,,
31653,"12,500",중개거래,2013,2021,당산동,훼미리하우스138,11,8,14.28,"서울 송파구, 서울 영등포구",121-108,11560,5,,
31654,"13,000",직거래,2013,2021,당산동,훼미리하우스138,11,9,14.28,,121-108,11560,2,,
31655,"16,600",직거래,2015,2021,당산동,리버뷰,11,24,18.36,,121-130,11560,11,,
31656,"16,600",직거래,2015,2021,당산동,리버뷰,11,24,18.36,,121-130,11560,11,,
31657,"50,000",중개거래,1997,2021,도림동,도림청구,11,17,37.81,서울 영등포구,221-1,11560,6,,
31658,"59,000",직거래,2001,2021,문래동4가,문래동삼환,11,2,84.98,,43,11560,4,,
31659,"67,000",중개거래,1987,2021,문래동6가,현대2차,11,13,41.04,서울 영등포구,45,11560,10,,
31660,"85,500",중개거래,1996,2021,양평동1가,한신공영,11,19,59.98,서울 영등포구,14-1,11560,13,,
31661,"82,500",중개거래,1990,2021,양평동2가,양평벽산블루밍,11,24,59.58,서울 영등포구,23,11560,6,,
31662,"88,000",직거래,2004,2021,양평동3가,우림루미아트,11,1,84.87,,102,11560,3,,
31663,"96,500",중개거래,2000,2021,양평동3가,양평현대6차,11,6,59.98,서울 영등포구,101,11560,5,,
31664,"120,000",중개거래,2000,2021,양평동3가,양평현대6차,11,13,84.94,서울 영등포구,101,11560,5,,
31665,"97,500",중개거래,2000,2021,양평동3가,양평현대6차,11,19,59.98,서울 영등포구,101,11560,11,,
31666,"78,000",중개거래,1998,2021,양평동3가,양평경남,11,28,59.9,서울 영등포구,55-1,11560,7,,
31667,"80,000",중개거래,2000,2021,양평동4가,경남아너스빌,11,3,70.94,서울 영등포구,51-1,11560,1,,
31668,"92,000",중개거래,2000,2021,양평동4가,삼호한숲,11,13,59.96,서울 영등포구,94,11560,14,,
31669,"135,000",중개거래,2020,2021,신길동,힐스테이트클래시안,11,1,84.86,서울 영등포구,4969,11560,23,,
31670,"10,400",중개거래,2012,2021,신길동,여의도리버뷰,11,2,12.96,서울 영등포구,4942,11560,6,,
31671,"93,700",중개거래,1997,2021,신길동,삼환,11,3,59.53,서울 구로구,897-1,11560,3,,
31672,"87,000",중개거래,2003,2021,신길동,대성유니드,11,6,83.5,서울 영등포구,389,11560,13,,
31673,"102,500",중개거래,2001,2021,신길동,삼성래미안,11,6,84.91,서울 영등포구,4934,11560,11,,
31674,"138,500",중개거래,2017,2021,신길동,래미안에스티움,11,8,59.95,서울 영등포구,4950,11560,6,,
31675,"10,200",중개거래,2013,2021,신길동,신길레전드힐스,11,12,13.55,서울 영등포구,261-22,11560,11,,
31676,"99,900",중개거래,1986,2021,신길동,우성2,11,12,53.24,서울 영등포구,4518,11560,8,,
31677,"10,900",중개거래,2012,2021,신길동,여의도리버뷰,11,16,12.96,서울 영등포구,4942,11560,3,,
31678,"99,500",중개거래,1985,2021,신길동,건영,11,16,75.93,서울 영등포구,364,11560,9,22.02.09,O
31679,"85,000",중개거래,1984,2021,신길동,삼성,11,16,60.48,서울 영등포구,4759,11560,12,,
31680,"14,500",직거래,2012,2021,신길동,여의도리버뷰,11,20,13.06,,4942,11560,3,,
31681,"122,500",중개거래,1986,2021,신길동,우성1,11,23,83.64,서울 영등포구,365,11560,3,,
31682,"10,000",중개거래,2013,2021,신길동,신길레전드힐스,11,23,13.74,서울 영등포구,261-22,11560,8,,
31683,"127,000",중개거래,2015,2021,신길동,래미안영등포프레비뉴,11,27,59.99,서울 영등포구,4945,11560,13,,
31684,"99,000",중개거래,1997,2021,신길동,삼환,11,27,59.53,서울 영등포구,897-1,11560,6,,
31685,"70,000",중개거래,2000,2021,신길동,신기목련아파트,11,27,59.4,서울 영등포구,4935,11560,11,,
31686,"94,500",중개거래,1997,2021,신길동,삼환,11,29,59.53,서울 영등포구,897-1,11560,25,,
31687,"63,000",중개거래,1998,2021,대림동,한신휴1차,11,2,59.89,서울 영등포구,887-1,11560,8,,
31688,"89,500",중개거래,1992,2021,대림동,현대1,11,8,84.75,서울 영등포구,785-1,11560,15,,
31689,"15,750",직거래,2018,2021,대림동,G밸리소홈,11,8,16.1,,1101-7,11560,11,,
31690,"11,500",중개거래,2012,2021,대림동,(1101-1),11,9,13.64,서울 영등포구,1101-1,11560,6,,
31691,"11,600",중개거래,2013,2021,대림동,쌍용플래티넘S,11,15,18.24,서울 구로구,717,11560,10,,
31692,"15,500",중개거래,2018,2021,대림동,G밸리소홈,11,18,16.1,서울 영등포구,1101-7,11560,8,,
31693,"101,000",중개거래,2007,2021,대림동,신대림자이1단지,11,22,84.6,서울 영등포구,1121,11560,17,,
31694,"10,400",중개거래,2013,2021,대림동,쌍용플래티넘S,11,24,18.24,서울 영등포구,717,11560,4,,
31695,"14,700",중개거래,2018,2021,대림동,G밸리소홈,11,25,16.1,서울 영등포구,1101-7,11560,10,,
31696,"44,000",중개거래,2021,2021,영등포동,라르파크,12,4,30.3116,서울 영등포구,651,11560,5,,
31697,"125,000",중개거래,2002,2021,영등포동,영등포푸르지오,12,11,79.777,서울 영등포구,647,11560,20,,
31698,"115,800",중개거래,2002,2021,영등포동,영등포푸르지오,12,18,59.912,서울 영등포구,647,11560,20,,
31699,"115,000",중개거래,2002,2021,영등포동,영등포푸르지오,12,18,59.912,서울 영등포구,647,11560,21,,
31700,"102,000",직거래,2002,2021,영등포동,영등포푸르지오,12,24,73.133,,647,11560,19,,
31701,"136,500",중개거래,2002,2021,영등포동,영등포푸르지오,12,28,84.84,서울 영등포구,647,11560,5,,
31702,"13,000",직거래,2013,2021,영등포동1가,여의도시티아이,12,1,12.59,,113-1,11560,12,,
31703,"13,800",직거래,2012,2021,영등포동1가,내이처해밀,12,15,14.89,,145,11560,11,,
31704,"10,750",중개거래,2011,2021,영등포동1가,헤렌어반,12,28,12.988,서울 영등포구,144,11560,4,,
31705,"15,000",직거래,2013,2021,영등포동2가,이지리움S,12,31,12.4,,28-117,11560,4,,
31706,"12,500",직거래,2014,2021,영등포동3가,포레스트힐시티,12,23,13.53,,19-2,11560,12,,
31707,"11,500",중개거래,2014,2021,영등포동3가,포레스트힐시티,12,23,13.53,서울 구로구,19-2,11560,13,,
31708,"14,000",중개거래,2012,2021,영등포동4가,영등포그랑그루,12,20,12.1,서울 영등포구,103,11560,10,,
31709,"14,000",중개거래,2012,2021,영등포동4가,영등포그랑그루,12,20,12.1,서울 영등포구,103,11560,12,,
31710,"13,000",중개거래,2012,2021,영등포동4가,영등포그랑그루,12,24,12.1,"서울 구로구, 서울 영등포구",103,11560,12,,
31711,"410,000",중개거래,2003,2021,여의도동,대우트럼프월드II,12,1,233.92,서울 영등포구,48,11560,34,22.02.11,O
31712,"265,000",중개거래,2008,2021,여의도동,여의도자이,12,8,148.94,서울 영등포구,47,11560,20,,
31713,"405,000",중개거래,1976,2021,여의도동,서울,12,10,139.31,"서울 강남구, 서울 영등포구",21-1,11560,4,,
31714,"205,000",중개거래,1974,2021,여의도동,은하,12,22,121.51,서울 영등포구,52,11560,5,,
31715,"122,000",중개거래,1997,2021,당산동1가,진로,12,20,84.87,서울 영등포구,16-1,11560,20,,
31716,"122,000",중개거래,1994,2021,당산동2가,당산2가현대홈타운,12,29,82.77,서울 영등포구,164,11560,3,,
31717,"105,000",중개거래,1988,2021,당산동4가,당산현대3차,12,4,59.26,서울 영등포구,88,11560,9,,
31718,"122,000",중개거래,1988,2021,당산동4가,당산현대3차,12,29,84.5,"서울 서대문구, 서울 영등포구",88,11560,5,,
31719,"183,000",중개거래,2003,2021,당산동5가,당산삼성래미안4차,12,2,115.78,서울 영등포구,42,11560,11,,
31720,"150,000",중개거래,2020,2021,당산동5가,당산센트럴아이파크,12,5,59.98,서울 영등포구,43,11560,9,,
31721,"17,000",중개거래,2012,2021,당산동6가,유탑유블레스,12,6,13.7067,서울 영등포구,336-4,11560,9,,
31722,"129,500",중개거래,2002,2021,당산동,강변래미안,12,10,79.05,서울 영등포구,376,11560,5,,
31723,"15,000",직거래,2015,2021,당산동,리버뷰,12,13,15.05,,121-130,11560,11,,
31724,"55,000",중개거래,2003,2021,당산동,칸리버팰리스,12,21,84.78,서울 영등포구,121-140,11560,2,,
31725,"67,000",중개거래,2007,2021,당산동,성재I캐슬2차,12,23,80.43,서울 영등포구,121-134,11560,6,,
31726,"15,300",직거래,2015,2021,당산동,리버뷰,12,28,15.54,,121-130,11560,12,,
31727,"15,300",직거래,2015,2021,당산동,리버뷰,12,28,15.54,,121-130,11560,13,,
31728,"99,500",중개거래,1988,2021,문래동3가,문래공원한신,12,11,58.96,서울 영등포구,77-2,11560,11,,
31729,"173,000",중개거래,2003,2021,문래동3가,문래힐스테이트,12,11,119.47,서울 영등포구,94,11560,21,,
31730,"170,000",중개거래,2003,2021,문래동3가,문래힐스테이트,12,29,137.82,서울 영등포구,94,11560,4,,
31731,"100,500",중개거래,2008,2021,문래동4가,리버뷰신안인스빌2단지,12,20,84.995,서울 영등포구,68,11560,11,,
31732,"96,000",중개거래,1987,2021,문래동6가,현대2차,12,18,79.72,서울 영등포구,45,11560,8,,
31733,"81,000",중개거래,1987,2021,문래동6가,현대2차,12,27,59.85,서울 영등포구,45,11560,12,,
31734,"61,650",직거래,1998,2021,문래동6가,대원,12,29,84.78,,47-1,11560,3,,
31735,"93,900",중개거래,1991,2021,양평동3가,현대3차,12,11,84.7,경기 용인수지구,79,11560,1,,
31736,"90,000",직거래,1996,2021,양평동5가,양평한신,12,9,59.94,,76,11560,2,,
31737,"105,000",중개거래,1998,2021,양평동5가,동보,12,23,84.48,서울 영등포구,9-1,11560,15,,
31738,"90,000",중개거래,1996,2021,양평동5가,양평한신,12,23,59.94,서울 영등포구,76,11560,5,,
31739,"95,000",중개거래,1998,2021,양평동5가,동보,12,31,84.48,서울 영등포구,9-1,11560,10,,
31740,"95,000",중개거래,1998,2021,양평동5가,동보,12,31,84.48,서울 영등포구,9-1,11560,10,22.01.25,O
31741,"95,000",중개거래,1999,2021,양평동6가,한솔,12,30,114.12,서울 영등포구,99,11560,4,,
31742,"113,500",중개거래,1997,2021,신길동,한성,12,10,84.98,서울 영등포구,769-1,11560,7,,
31743,"95,500",중개거래,1986,2021,신길동,우성1,12,11,64.4,서울 영등포구,365,11560,4,,
31744,"95,500",중개거래,1986,2021,신길동,우성1,12,11,64.4,서울 영등포구,365,11560,4,22.02.16,O
31745,"124,000",중개거래,2015,2021,신길동,래미안영등포프레비뉴,12,14,59.99,"서울 서초구, 서울 영등포구",4945,11560,4,,
31746,"124,000",중개거래,2015,2021,신길동,래미안영등포프레비뉴,12,14,59.99,"서울 서초구, 서울 영등포구",4945,11560,4,22.01.10,O
31747,"136,000",중개거래,2021,2021,신길동,신길센트럴자이아파트,12,15,59.98,서울 영등포구,4964,11560,19,,
31748,"132,000",중개거래,2017,2021,신길동,래미안에스티움,12,18,59.95,서울 영등포구,4950,11560,20,,
31749,"77,000",중개거래,1977,2021,신길동,남서울,12,19,41.62,"서울 마포구, 서울 영등포구",3002,11560,4,,
31750,"149,000",중개거래,2021,2021,신길동,신길센트럴자이아파트,12,27,75.87,서울 영등포구,4964,11560,5,,
31751,"10,300",중개거래,2013,2021,신길동,신길레전드힐스,12,29,13.74,서울 영등포구,261-22,11560,11,,
31752,"13,000",중개거래,2013,2021,신길동,프리가,12,29,13.66,서울 영등포구,65-21,11560,5,,
31753,"11,000",직거래,2012,2021,신길동,여의도리버뷰,12,30,12.96,,4942,11560,5,,
31754,"11,000",직거래,2013,2021,대림동,쌍용플래티넘S,12,1,18.24,,717,11560,7,,
31755,"68,500",중개거래,1992,2021,대림동,우성2,12,3,79.91,서울 영등포구,695,11560,5,,
31756,"87,500",중개거래,1992,2021,대림동,현대1,12,4,84.75,서울 영등포구,785-1,11560,3,,
31757,"10,900",중개거래,2013,2021,대림동,쌍용플래티넘S,12,15,18.24,서울 영등포구,717,11560,5,,
31758,"10,500",중개거래,2012,2021,대림동,(1101-1),12,22,14.46,서울 동작구,1101-1,11560,5,,
31759,"12,200",직거래,2013,2021,대림동,쌍용플래티넘S,12,28,18.24,,717,11560,9,,
31760,"69,000",중개거래,1985,2021,대림동,우성1,12,29,62.37,서울 영등포구,696,11560,1,,
31761,"10,500",중개거래,2012,2021,대림동,(1101-1),12,31,13.9,서울 영등포구,1101-1,11560,6,,
31762,"80,000",,1997,2021,노량진동,우성,1,2,59.82,,323,11590,8,,
31763,"121,000",,1974,2021,노량진동,노량진맨션,1,4,69.09,,227-5,11590,4,,
31764,"104,000",,2001,2021,노량진동,신동아리버파크,1,4,84.88,,325,11590,10,21.02.06,O
31765,"90,000",,2001,2021,노량진동,신동아리버파크,1,9,59.67,,325,11590,23,,
31766,"118,000",,2001,2021,노량진동,신동아리버파크,1,9,114.75,,325,11590,18,,
31767,"137,000",,2010,2021,노량진동,쌍용예가,1,10,114.685,,332,11590,10,,
31768,"119,000",,2001,2021,노량진동,신동아리버파크,1,12,114.75,,325,11590,11,,
31769,"120,500",,2001,2021,노량진동,신동아리버파크,1,13,114.75,,325,11590,14,,
31770,"118,000",,2001,2021,노량진동,신동아리버파크,1,18,114.75,,325,11590,4,,
31771,"90,000",,2001,2021,노량진동,신동아리버파크,1,19,59.67,,325,11590,21,,
31772,"110,000",,2001,2021,노량진동,신동아리버파크,1,23,84.88,,325,11590,12,,
31773,"106,000",,2001,2021,노량진동,신동아리버파크,1,23,84.88,,325,11590,18,,
31774,"97,000",,2010,2021,노량진동,쌍용예가,1,23,59.804,,332,11590,7,,
31775,"116,000",,2001,2021,노량진동,신동아리버파크,1,24,114.75,,325,11590,7,,
31776,"104,000",,1997,2021,노량진동,건영(103동-106동),1,30,84.94,,324,11590,3,,
31777,"124,500",,2012,2021,상도동,힐스테이트 상도 센트럴파크,1,1,59.7754,,531,11590,13,,
31778,"130,000",,2004,2021,상도동,상도동래미안1차,1,2,114.171,,450,11590,14,,
31779,"67,000",,1997,2021,상도동,삼익,1,2,84.96,,413,11590,8,,
31780,"131,800",,2018,2021,상도동,e편한세상상도노빌리티,1,2,59.7827,,903,11590,13,,
31781,"141,000",,2007,2021,상도동,포스코더샵,1,4,152.222,,521,11590,11,,
31782,"106,000",,2007,2021,상도동,이수브라운스톤상도(527-0),1,5,59.91,,527,11590,6,,
31783,"107,000",,2004,2021,상도동,래미안상도3차,1,5,84.96,,431,11590,1,,
31784,"120,000",,2003,2021,상도동,대우유로카운티,1,6,149.049,,420,11590,4,,
31785,"100,000",,2007,2021,상도동,삼환나우빌(520-0),1,6,84.87,,520,11590,10,,
31786,"110,000",,2003,2021,상도동,중앙하이츠빌,1,9,84.9883,,415,11590,12,21.04.30,O
31787,"140,000",,2013,2021,상도동,힐스테이트 상도 프레스티지,1,9,84.951,,533,11590,7,,
31788,"145,000",,2016,2021,상도동,두산위브트레지움2차,1,9,84.864,,535,11590,12,,
31789,"89,000",,1994,2021,상도동,상도동삼호아파트,1,9,84.52,,408,11590,15,,
31790,"149,500",,2012,2021,상도동,힐스테이트 상도 센트럴파크,1,9,84.6099,,531,11590,7,,
31791,"108,500",,2003,2021,상도동,중앙하이츠빌,1,11,84.9883,,415,11590,12,,
31792,"116,800",,2004,2021,상도동,아이파크,1,11,84.96,,416,11590,8,,
31793,"39,000",,2001,2021,상도동,숭실골드,1,12,70.37,,473,11590,2,,
31794,"39,000",,2001,2021,상도동,숭실골드,1,12,70.37,,473,11590,2,21.01.14,O
31795,"144,900",,2004,2021,상도동,래미안상도3차,1,12,114.97,,431,11590,4,,
31796,"92,000",,2003,2021,상도동,중앙하이츠빌,1,13,59.9388,,415,11590,8,,
31797,"132,800",,2018,2021,상도동,e편한세상상도노빌리티,1,13,59.7827,,903,11590,1,,
31798,"163,300",,2018,2021,상도동,e편한세상상도노빌리티,1,13,84.9704,,903,11590,26,,
31799,"109,500",,2003,2021,상도동,중앙하이츠빌,1,14,84.9883,,415,11590,10,,
31800,"75,600",,1992,2021,상도동,현대(관악),1,15,58.59,,407,11590,4,,
31801,"140,000",,2012,2021,상도동,힐스테이트 상도 센트럴파크,1,15,84.7835,,531,11590,8,21.01.27,O
31802,"140,000",,2012,2021,상도동,힐스테이트 상도 센트럴파크,1,15,84.7835,,531,11590,8,,
31803,"59,500",,1997,2021,상도동,삼익,1,16,59.93,,413,11590,5,,
31804,"137,900",,2013,2021,상도동,힐스테이트 상도 프레스티지,1,16,84.884,,533,11590,16,,
31805,"113,500",,2004,2021,상도동,아이파크,1,16,84.96,,416,11590,9,,
31806,"50,000",,2001,2021,상도동,숭실골드,1,18,70.97,,473,11590,2,,
31807,"136,800",,2004,2021,상도동,래미안상도3차,1,18,84.96,,431,11590,11,,
31808,"109,800",,2003,2021,상도동,중앙하이츠빌,1,18,84.9883,,415,11590,7,,
31809,"145,000",,2010,2021,상도동,상도두산위브,1,18,118.396,,529,11590,13,,
31810,"91,000",,2003,2021,상도동,삼성래미안2,1,19,59.886,,421,11590,5,,
31811,"98,000",,2004,2021,상도동,상도동래미안1차,1,19,59.828,,450,11590,8,,
31812,"153,800",,2007,2021,상도동,포스코더샵,1,20,132.735,,521,11590,10,,
31813,"112,000",,2003,2021,상도동,중앙하이츠빌,1,21,84.9883,,415,11590,5,,
31814,"149,000",,2012,2021,상도동,힐스테이트 상도 센트럴파크,1,21,84.7835,,531,11590,4,,
31815,"120,000",,2007,2021,상도동,포스코더샵,1,23,84.995,,521,11590,1,21.03.02,O
31816,"120,000",,2007,2021,상도동,포스코더샵,1,23,84.995,,521,11590,1,,
31817,"148,000",,2007,2021,상도동,포스코더샵,1,23,132.735,,521,11590,4,,
31818,"119,000",,2016,2021,상도동,상도효성해링턴플레이스,1,23,84.9506,,536,11590,4,,
31819,"124,500",,2016,2021,상도동,상도효성해링턴플레이스,1,23,84.8136,,536,11590,13,,
31820,"141,000",,2016,2021,상도동,두산위브트레지움2차,1,23,84.864,,535,11590,9,,
31821,"87,000",,1995,2021,상도동,대림아파트,1,23,84.89,,411,11590,10,,
31822,"109,000",,2003,2021,상도동,중앙하이츠빌,1,23,84.9883,,415,11590,17,,
31823,"174,000",,2012,2021,상도동,힐스테이트 상도 센트럴파크,1,23,118.2086,,531,11590,5,,
31824,"95,000",,2003,2021,상도동,중앙하이츠빌,1,24,59.9388,,415,11590,1,,
31825,"113,000",,2003,2021,상도동,중앙하이츠빌,1,25,84.9883,,415,11590,9,,
31826,"152,000",,2004,2021,상도동,래미안상도3차,1,26,114.97,,431,11590,7,,
31827,"134,000",,2003,2021,상도동,중앙하이츠빌,1,27,123.6025,,415,11590,11,21.10.16,O
31828,"173,500",,2012,2021,상도동,힐스테이트 상도 센트럴파크,1,27,118.1759,,531,11590,11,,
31829,"125,000",,2016,2021,상도동,상도효성해링턴플레이스,1,30,84.9116,,536,11590,14,,
31830,"85,000",,2006,2021,상도동,상도팰리스,1,30,84.86,,460,11590,7,,
31831,"65,000",,2006,2021,상도동,상도2차갑을명가,1,31,84.33,,459,11590,7,,
31832,"86,000",,2004,2021,본동,경동윈츠리버,1,7,56.68,,484,11590,5,,
31833,"85,000",,1999,2021,본동,한강쌍용,1,9,59.64,,150,11590,6,,
31834,"96,000",,2000,2021,본동,유원강변,1,12,59.79,,482,11590,10,,
31835,"129,000",,2000,2021,본동,유원강변,1,16,84.28,,482,11590,16,,
31836,"125,000",,2011,2021,본동,래미안트윈파크,1,16,59.9,,494,11590,18,,
31837,"95,500",,1993,2021,본동,신동아,1,19,84.46,,481,11590,6,,
31838,"123,000",,2004,2021,본동,삼성래미안,1,19,84.2261,,492,11590,6,,
31839,"85,000",,2004,2021,본동,경동윈츠리버,1,20,56.68,,484,11590,4,,
31840,"119,500",,2004,2021,본동,삼성래미안,1,23,84.2261,,492,11590,6,,
31841,"149,000",,2011,2021,본동,래미안트윈파크,1,29,84.94,,494,11590,20,,
31842,"110,000",,2004,2021,본동,경동윈츠리버,1,30,110.04,,484,11590,1,,
31843,"212,000",,2019,2021,흑석동,아크로리버하임,1,4,84.7536,,341,11590,7,,
31844,"199,500",,1988,2021,흑석동,명수대현대,1,5,147.18,,10,11590,15,,
31845,"150,000",,1988,2021,흑석동,명수대현대,1,6,84.33,,10,11590,7,,
31846,"193,000",,2019,2021,흑석동,아크로리버하임,1,7,84.9184,,341,11590,10,,
31847,"150,000",,2012,2021,흑석동,흑석한강센트레빌Ⅱ,1,10,84.946,,339,11590,14,,
31848,"270,000",,2019,2021,흑석동,아크로리버하임,1,11,113.2377,,341,11590,7,,
31849,"154,000",,2012,2021,흑석동,흑석한강푸르지오,1,16,84.79,,336,11590,7,,
31850,"156,000",,2012,2021,흑석동,흑석한강푸르지오,1,16,84.98,,336,11590,6,,
31851,"106,000",,2003,2021,흑석동,흑석동양아파트,1,18,84.985,,328,11590,12,,
31852,"157,500",,2012,2021,흑석동,흑석한강센트레빌Ⅱ,1,19,84.99,,339,11590,12,,
31853,"167,000",,2012,2021,흑석동,흑석한강센트레빌Ⅱ,1,20,119.738,,339,11590,14,,
31854,"192,500",,2019,2021,흑석동,아크로리버하임,1,20,84.9184,,341,11590,9,,
31855,"126,000",,2012,2021,흑석동,흑석한강센트레빌Ⅱ,1,22,59.953,,339,11590,3,,
31856,"170,000",,1991,2021,흑석동,명수대한양,1,23,84.9,,38-58,11590,2,,
31857,"145,500",,1988,2021,흑석동,명수대현대,1,23,78.07,,10,11590,13,,
31858,"91,000",,2003,2021,흑석동,우리유앤미,1,23,83.5859,,329,11590,2,,
31859,"191,300",,2019,2021,흑석동,아크로리버하임,1,26,84.9184,,341,11590,15,,
31860,"155,000",,2012,2021,흑석동,흑석한강센트레빌Ⅱ,1,30,84.978,,339,11590,1,,
31861,"84,000",,2003,2021,흑석동,우리유앤미,1,30,59.6618,,329,11590,8,,
31862,"167,000",,2018,2021,흑석동,롯데캐슬에듀포레,1,30,84.9912,,340,11590,9,,
31863,"137,000",,2006,2021,동작동,이수교KCC스위첸,1,17,120.71,,332,11590,6,,
31864,"138,500",,2013,2021,동작동,이수힐스테이트,1,19,59.942,,333,11590,8,,
31865,"78,000",,2005,2021,사당동,대창센시티,1,2,77.2084,,1147,11590,12,,
31866,"118,500",,2003,2021,사당동,삼성래미안,1,2,114.502,,1133,11590,7,,
31867,"85,000",,1993,2021,사당동,극동(105),1,2,51.57,,105,11590,6,,
31868,"141,000",,2010,2021,사당동,이수자이,1,4,92.13,,147-29,11590,23,,
31869,"112,000",,2003,2021,사당동,롯데캐슬,1,5,84.96,,1132,11590,15,,
31870,"135,000",,2013,2021,사당동,이수역리가,1,5,84.847,,1157,11590,5,,
31871,"78,000",,2004,2021,사당동,사당해그린,1,6,84.98,,1145,11590,6,,
31872,"159,000",,1990,2021,사당동,대림(169-8),1,6,125.4,,169-8,11590,5,,
31873,"104,000",,1993,2021,사당동,극동(105),1,7,59.25,,105,11590,6,,
31874,"115,000",,2003,2021,사당동,롯데캐슬,1,7,84.96,,1132,11590,20,,
31875,"119,000",,1993,2021,사당동,극동(105),1,8,84.32,,105,11590,11,,
31876,"73,000",,2005,2021,사당동,대창센시티,1,9,59.3925,,1147,11590,2,,
31877,"135,000",,2003,2021,사당동,삼성래미안,1,9,114.502,,1133,11590,17,,
31878,"103,000",,1990,2021,사당동,대림(169-8),1,9,59.67,,169-8,11590,15,,
31879,"129,000",,1993,2021,사당동,신동아4,1,11,118.25,,105,11590,2,,
31880,"86,000",,1993,2021,사당동,극동(105),1,13,51.57,,105,11590,13,,
31881,"156,000",,1990,2021,사당동,대림(169-8),1,13,125.4,,169-8,11590,11,,
31882,"106,500",,1990,2021,사당동,대림(169-8),1,13,59.67,,169-8,11590,15,,
31883,"84,000",,1998,2021,사당동,신동아5,1,14,59.67,,1137,11590,1,,
31884,"125,000",,1993,2021,사당동,극동(105),1,15,109.7,,105,11590,3,,
31885,"120,000",,1993,2021,사당동,사당우성3,1,15,108.08,,105,11590,13,,
31886,"75,000",,1987,2021,사당동,제일,1,15,60.03,,240-15,11590,3,,
31887,"143,000",,1990,2021,사당동,대림(169-8),1,16,125.4,,169-8,11590,4,,
31888,"150,000",,2013,2021,사당동,이수역리가,1,16,84.7236,,1157,11590,11,,
31889,"115,000",,2004,2021,사당동,관악푸르지오102동,1,16,114.69,,1152,11590,15,,
31890,"77,900",,1993,2021,사당동,사당우성3,1,16,46.75,,105,11590,1,,
31891,"120,000",,2003,2021,사당동,삼성래미안,1,16,84.967,,1133,11590,14,,
31892,"77,000",,1991,2021,사당동,현대,1,16,59.96,,169-32,11590,6,,
31893,"81,500",,1999,2021,사당동,사당자이,1,17,59.89,,1139,11590,14,,
