,거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
0,"130,000",,2000,2021,청운동,청운현대,1,14,129.76,,56-45,11110,2,,
1,"150,000",,2008,2021,사직동,광화문스페이스본(106동),1,7,144.52,,9-1,11110,6,,
2,"175,000",,2004,2021,내수동,경희궁의아침2단지,1,15,174.55,,71,11110,4,,
3,"175,000",,2004,2021,내수동,경희궁의아침2단지,1,15,174.55,,71,11110,4,21.04.08,O
4,"180,000",,2004,2021,내수동,경희궁의아침3단지,1,17,123.13,,72,11110,13,21.04.19,O
5,"180,000",,2004,2021,내수동,경희궁의아침3단지,1,17,123.13,,72,11110,13,,
6,"127,000",,2008,2021,견지동,대성스카이렉스,1,25,149.8,,110,11110,11,,
7,"29,800",,2003,2021,익선동,현대뜨레비앙,1,7,45.5,,55,11110,5,,
8,"29,500",,2003,2021,익선동,현대뜨레비앙,1,26,45.5,,55,11110,4,,
9,"86,500",,2006,2021,인의동,효성쥬얼리시티,1,25,84.98,,48-2,11110,9,,
10,"15,000",,2011,2021,충신동,CS타워,1,23,22.17,,62-2,11110,7,,
11,"63,000",,2003,2021,명륜1가,송림아마레스아파트,1,15,84.62,,2-12,11110,1,,
12,"110,000",,1995,2021,명륜2가,아남1,1,12,84.9,,4,11110,7,,
13,"160,000",,1999,2021,명륜2가,아남3,1,12,172.17,,237,11110,8,,
14,"160,000",,1999,2021,명륜2가,아남3,1,22,172.17,,237,11110,8,,
15,"65,000",,1993,2021,창신동,창신쌍용2,1,2,64.66,,703,11110,14,,
16,"88,000",,1993,2021,창신동,창신쌍용2,1,2,115.53,,703,11110,2,,
17,"67,500",,1993,2021,창신동,창신쌍용2,1,16,64.66,,703,11110,7,,
18,"74,000",,1993,2021,창신동,창신쌍용2,1,16,79.87,,703,11110,14,,
19,"31,000",,2002,2021,창신동,일우,1,18,59.3,,602,11110,4,,
20,"92,000",,1999,2021,창신동,두산,1,19,84.9,,232,11110,5,,
21,"73,000",,1992,2021,창신동,창신쌍용1,1,21,79.87,,702,11110,2,,
22,"64,000",,1993,2021,창신동,창신쌍용2,1,23,64.66,,703,11110,4,,
23,"83,500",,2003,2021,창신동,창신이수,1,23,84.5,,23-816,11110,9,,
24,"102,000",,1999,2021,창신동,두산,1,25,84.9,,232,11110,6,,
25,"32,000",,1994,2021,창신동,창림,1,26,59.67,,639-20,11110,4,,
26,"61,500",,1993,2021,창신동,창신쌍용2,1,27,54.7,,703,11110,8,,
27,"74,000",,1993,2021,창신동,창신쌍용2,1,28,79.87,,703,11110,7,,
28,"63,500",,1992,2021,창신동,창신쌍용1,1,29,54.7,,702,11110,9,,
29,"107,750",,2004,2021,숭인동,롯데캐슬천지인,1,4,111.73,,76,11110,5,,
30,"84,000",,2009,2021,숭인동,종로청계힐스테이트,1,11,59.9426,,766,11110,8,,
31,"10,800",,2013,2021,숭인동,종로동광모닝스카이,1,13,15.855,,1421-1,11110,11,,
32,"81,000",,2008,2021,숭인동,종로센트레빌,1,14,59.92,,2-1,11110,3,,
33,"52,000",,2014,2021,숭인동,할리우드파크아파트,1,25,75.25,,56-135,11110,4,,
34,"53,000",,2014,2021,숭인동,할리우드파크아파트,1,30,69.94,,56-135,11110,2,,
35,"12,000",,2014,2021,숭인동,삼전솔하임4차,1,30,15.09,,318-2,11110,14,,
36,"190,000",,2017,2021,평동,경희궁자이(3단지),1,7,84.836,,233,11110,7,,
37,"175,000",,2017,2021,홍파동,경희궁자이(2단지),1,9,84.907,,199,11110,4,21.04.14,O
38,"175,000",,2017,2021,홍파동,경희궁자이(2단지),1,9,84.907,,199,11110,4,,
39,"114,000",,2017,2021,교북동,경희궁자이(4단지),1,16,45.879,,126,11110,17,,
40,"16,000",,1971,2021,행촌동,대성아파트,1,23,30.28,,41-1,11110,1,,
41,"70,000",,1998,2021,평창동,삼성,1,9,84.93,,596,11110,6,,
42,"123,000",,2009,2021,평창동,엘리시아,1,12,236.07,,66-1,11110,5,,
43,"67,900",,1996,2021,평창동,일성빌라트,1,18,84.99,,145-5,11110,5,,
44,"112,400",,2000,2021,무악동,현대,1,2,84.92,,82,11110,6,21.04.13,O
45,"112,400",,2000,2021,무악동,현대,1,2,84.92,,82,11110,6,,
46,"89,970",,2000,2021,무악동,현대,1,9,60,,82,11110,4,,
47,"125,000",,2015,2021,무악동,인왕산2차아이파크,1,9,84.0283,,88,11110,4,,
48,"116,000",,2000,2021,무악동,현대,1,14,84.92,,82,11110,14,,
49,"138,000",,2019,2021,무악동,경희궁롯데캐슬,1,15,59.6737,,89,11110,4,,
50,"86,470",,2000,2021,무악동,현대,1,17,60,,82,11110,1,21.02.26,O
51,"86,500",,2000,2021,무악동,현대,1,17,60,,82,11110,1,,
52,"135,000",,2019,2021,무악동,경희궁롯데캐슬,1,22,59.6737,,89,11110,13,,
53,"120,000",,2008,2021,무악동,인왕산아이파크,1,27,114.931,,60,11110,9,,
54,"109,990",,2000,2021,무악동,현대,1,30,84.92,,82,11110,9,,
55,"155,000",,2008,2021,사직동,광화문스페이스본(101동~105동),2,6,126.34,,9,11110,1,,
56,"169,000",,2004,2021,내수동,경희궁의아침4단지,2,17,124.17,,73,11110,8,,
57,"74,000",,2005,2021,수송동,로얄팰리스스위트,2,24,83.26,,85,11110,13,,
58,"32,000",,2003,2021,익선동,현대뜨레비앙,2,18,46.64,,55,11110,3,21.05.25,O
59,"87,500",,2006,2021,인의동,효성쥬얼리시티,2,22,84.64,,48-2,11110,7,,
60,"15,000",,2011,2021,충신동,CS타워,2,5,22.17,,62-2,11110,13,,
61,"66,500",,1992,2021,창신동,창신쌍용1,2,1,54.7,,702,11110,4,,
62,"79,400",,1992,2021,창신동,창신쌍용1,2,2,79.87,,702,11110,6,,
63,"77,800",,1993,2021,창신동,창신쌍용2,2,4,79.87,,703,11110,14,,
64,"68,000",,1993,2021,창신동,창신쌍용2,2,6,64.66,,703,11110,8,,
65,"74,800",,2003,2021,창신동,창신이수,2,22,68.06,,23-816,11110,6,,
66,"64,000",,1992,2021,창신동,창신쌍용1,2,28,54.7,,702,11110,10,,
67,"54,000",,1992,2021,창신동,창신쌍용1,2,28,54.7,,702,11110,10,21.03.12,O
68,"104,000",,2009,2021,숭인동,종로청계힐스테이트,2,4,84.9478,,766,11110,14,,
69,"92,400",,2009,2021,숭인동,종로청계힐스테이트,2,6,59.9426,,766,11110,6,,
70,"98,000",,2008,2021,숭인동,종로센트레빌,2,27,59.92,,2-1,11110,8,,
71,"10,300",,2012,2021,숭인동,삼전솔하임2차,2,27,16.67,,296-19,11110,4,,
72,"36,000",,2002,2021,숭인동,동문(482-0),2,27,60,,482,11110,-1,,
73,"185,000",,2017,2021,평동,경희궁자이(3단지),2,15,84.836,,233,11110,17,,
74,"185,000",,2017,2021,홍파동,경희궁자이(2단지),2,24,84.836,,199,11110,21,,
75,"85,500",,2017,2021,교북동,경희궁자이(4단지),2,5,37.2635,,126,11110,2,,
76,"85,900",,2017,2021,교북동,경희궁자이(4단지),2,6,37.2635,,126,11110,8,,
77,"89,500",,2017,2021,교북동,경희궁자이(4단지),2,20,37.2635,,126,11110,11,,
78,"23,000",,1971,2021,행촌동,대성아파트,2,16,45.39,,41-1,11110,1,,
79,"74,000",,2017,2021,평창동,밀레니엄,2,1,108.18,,179-5,11110,3,,
80,"44,000",,2005,2021,평창동,형우럭스빌(33-1),2,9,91.87,,33-1,11110,5,,
81,"54,000",,1998,2021,평창동,삼성,2,9,59.97,,596,11110,10,,
82,"105,000",,2001,2021,평창동,롯데낙천대,2,10,133.34,,72,11110,5,,
83,"108,000",,2001,2021,평창동,롯데낙천대,2,10,110.53,,72,11110,8,,
84,"50,000",,2004,2021,부암동,부암스카이뷰,2,10,81.08,,218-1,11110,5,,
85,"119,950",,2000,2021,무악동,현대,2,2,84.92,,82,11110,15,,
86,"119,960",,2000,2021,무악동,현대,2,13,84.92,,82,11110,4,,
87,"163,000",,2019,2021,무악동,경희궁롯데캐슬,2,16,84.8792,,89,11110,5,,
88,"126,000",,2015,2021,무악동,인왕산2차아이파크,2,19,84.4541,,88,11110,12,,
89,"140,000",,2008,2021,무악동,인왕산아이파크,2,20,114.931,,60,11110,11,,
90,"120,000",,2008,2021,무악동,인왕산아이파크,2,20,84.858,,60,11110,2,,
91,"124,950",,2000,2021,무악동,현대,2,20,84.92,,82,11110,10,,
92,"151,000",,2019,2021,무악동,경희궁롯데캐슬,2,25,84.8792,,89,11110,1,,
93,"120,000",,2008,2021,무악동,인왕산아이파크,2,27,84.858,,60,11110,2,,
94,"130,000",,2008,2021,무악동,인왕산아이파크,2,28,84.858,,60,11110,13,,
95,"144,000",,2008,2021,무악동,인왕산아이파크,2,28,84.858,,60,11110,13,,
96,"155,000",,2008,2021,사직동,광화문스페이스본(101동~105동),3,3,158.99,,9,11110,7,,
97,"134,000",,2008,2021,사직동,광화문스페이스본(101동~105동),3,6,95.88,,9,11110,5,,
98,"134,500",,2008,2021,사직동,광화문스페이스본(101동~105동),3,6,95.88,,9,11110,5,21.05.28,O
99,"144,000",,2008,2021,사직동,광화문스페이스본(101동~105동),3,13,108.07,,9,11110,5,,
100,"144,000",,2008,2021,사직동,광화문스페이스본(101동~105동),3,13,108.07,,9,11110,5,21.05.03,O
101,"184,000",,2008,2021,사직동,광화문스페이스본(101동~105동),3,20,159.01,,9,11110,5,,
102,"33,000",,2003,2021,익선동,현대뜨레비앙,3,11,48.54,,55,11110,6,,
103,"26,000",,2003,2021,익선동,현대뜨레비앙,3,22,36.08,,55,11110,6,,
104,"25,000",,2003,2021,익선동,현대뜨레비앙,3,24,45.5,,55,11110,3,,
105,"30,000",,2003,2021,익선동,현대뜨레비앙,3,29,46.64,,55,11110,4,,
106,"78,000",,2006,2021,인의동,효성쥬얼리시티,3,5,84.98,,48-2,11110,8,,
107,"26,000",,2017,2021,효제동,포레스트힐시티,3,15,22.0584,,65-2,11110,11,,
108,"91,000",,2006,2021,명륜1가,렉스빌,3,3,107.94,,19,11110,7,,
109,"48,000",,2003,2021,명륜1가,송림아마레스아파트,3,17,53.42,,2-12,11110,6,,
110,"107,500",,1995,2021,명륜2가,아남1,3,17,84.9,,4,11110,19,,
111,"109,250",,1995,2021,명륜2가,아남1,3,31,84.9,,4,11110,9,,
112,"66,000",,1993,2021,창신동,창신쌍용2,3,1,64.66,,703,11110,4,,
113,"89,700",,1993,2021,창신동,창신쌍용2,3,1,106.62,,703,11110,11,,
114,"68,500",,1992,2021,창신동,창신쌍용1,3,13,54.7,,702,11110,10,,
115,"98,500",,1992,2021,창신동,창신쌍용1,3,15,106.62,,702,11110,12,,
116,"80,000",,1993,2021,창신동,창신쌍용2,3,17,79.87,,703,11110,7,,
117,"63,300",,1993,2021,창신동,창신쌍용2,3,20,54.7,,703,11110,4,,
118,"53,000",,1999,2021,창신동,덕산,3,25,59.28,,639-50,11110,4,21.05.24,O
119,"53,000",,1999,2021,창신동,덕산,3,25,59.28,,639-50,11110,4,,
120,"79,500",,1999,2021,창신동,두산,3,26,59.95,,232,11110,14,,
121,"86,500",,1992,2021,창신동,창신쌍용1,3,26,79.87,,702,11110,13,,
122,"11,450",,2013,2021,숭인동,종로동광모닝스카이,3,11,15.855,,1421-1,11110,12,,
123,"104,500",,2004,2021,숭인동,롯데캐슬천지인,3,12,84.95,,76,11110,20,,
124,"11,000",,2013,2021,숭인동,종로유케이201,3,15,12.01,,201-11,11110,12,,
125,"31,000",,1996,2021,숭인동,동문A,3,23,59,,545,11110,2,,
126,"12,250",,2014,2021,숭인동,삼전솔하임4차,3,28,15.09,,318-2,11110,12,,
127,"151,000",,2017,2021,평동,경희궁자이(3단지),3,18,59.755,,233,11110,2,,
128,"175,000",,2017,2021,홍파동,경희궁자이(2단지),3,7,84.934,,199,11110,4,,
129,"220,000",,2017,2021,홍파동,경희궁자이(2단지),3,8,101.991,,199,11110,6,,
130,"160,000",,2017,2021,홍파동,경희궁자이(2단지),3,11,59.855,,199,11110,13,,
131,"192,000",,2017,2021,홍파동,경희궁자이(2단지),3,31,84.836,,199,11110,15,,
132,"7,500",,1971,2021,행촌동,대성아파트,3,11,19.27,,41-1,11110,1,,
133,"125,000",,2009,2021,평창동,엘리시아,3,10,213.07,,66-1,11110,2,,
134,"65,000",,2017,2021,평창동,밀레니엄,3,13,84.41,,179-5,11110,3,,
135,"50,000",,1998,2021,평창동,삼성,3,19,84.98,,596,11110,1,,
136,"120,000",,2009,2021,평창동,엘리시아,3,23,200.19,,66-1,11110,1,,
137,"51,500",,1996,2021,평창동,일성빌라트,3,25,59.82,,145-5,11110,2,,
138,"48,500",,2004,2021,부암동,부암스카이뷰,3,19,81,,218-1,11110,5,,
139,"45,000",,2002,2021,신영동,구암하이빌,3,1,84.94,,105-22,11110,3,,
140,"139,800",,2008,2021,무악동,인왕산아이파크,3,6,84.858,,60,11110,8,,
141,"139,800",,2008,2021,무악동,인왕산아이파크,3,6,84.858,,60,11110,8,21.08.20,O
142,"165,000",,2008,2021,무악동,인왕산아이파크,3,6,157.289,,60,11110,7,,
143,"144,950",,2000,2021,무악동,현대,3,11,114.9,,82,11110,19,,
144,"29,000",,1999,2021,통인동,효자,4,1,61.49,,5-1,11110,3,,
145,"93,500",,2005,2021,옥인동,세종아파트,4,25,111.31,,56,11110,5,,
146,"134,000",,2008,2021,사직동,광화문스페이스본(101동~105동),4,10,94.51,,9,11110,4,,
147,"140,000",,2008,2021,사직동,광화문스페이스본(101동~105동),4,19,94.51,,9,11110,5,,
148,"170,000",,2008,2021,사직동,광화문스페이스본(101동~105동),4,27,151.81,,9,11110,3,,
149,"170,000",,2008,2021,사직동,광화문스페이스본(101동~105동),4,28,158.99,,9,11110,8,,
150,"183,000",,2003,2021,내수동,경희궁파크팰리스,4,2,146.39,,95,11110,10,,
151,"175,000",,2003,2021,내수동,경희궁파크팰리스,4,7,147.62,,95,11110,5,21.06.30,O
152,"175,000",,2003,2021,내수동,경희궁파크팰리스,4,7,147.62,,95,11110,5,,
153,"189,000",,2004,2021,내수동,경희궁의아침3단지,4,19,174.55,,72,11110,2,,
154,"375,000",,2020,2021,신문로2가,디팰리스,4,14,158.324,,171,11110,14,,
155,"124,000",,2008,2021,견지동,대성스카이렉스,4,30,149.8,,110,11110,7,,
156,"85,000",,1998,2021,익선동,운현신화타워,4,1,100.77,,30-6,11110,6,,
157,"23,000",,2003,2021,익선동,현대뜨레비앙,4,1,28.1,,55,11110,7,,
158,"47,500",,2004,2021,이화동,송림아마레스아파트,4,15,84.42,,9-1,11110,5,,
159,"64,800",,1993,2021,창신동,창신쌍용2,4,2,64.66,,703,11110,2,,
160,"69,800",,1992,2021,창신동,창신쌍용1,4,20,54.7,,702,11110,4,,
161,"84,000",,1993,2021,창신동,창신쌍용2,4,24,79.87,,703,11110,12,,
162,"84,800",,2003,2021,창신동,창신이수,4,27,84.5,,23-816,11110,5,21.05.19,O
163,"13,000",,2014,2021,숭인동,삼전솔하임4차,4,2,15.09,,318-2,11110,14,,
164,"20,000",,1997,2021,숭인동,도시그린빌라,4,7,44.4,,181-121,11110,4,,
165,"91,900",,2009,2021,숭인동,종로청계힐스테이트,4,17,59.9426,,766,11110,4,,
166,"12,200",,2014,2021,숭인동,삼전솔하임4차,4,21,15.09,,318-2,11110,10,,
167,"12,000",,2012,2021,숭인동,삼전솔하임2차,4,27,16.67,,296-19,11110,4,,
168,"119,500",,2004,2021,숭인동,롯데캐슬천지인,4,27,112.54,,76,11110,25,,
169,"193,000",,2017,2021,평동,경희궁자이(3단지),4,19,84.614,,233,11110,19,,
170,"175,000",,2017,2021,홍파동,경희궁자이(2단지),4,10,84.836,,199,11110,8,,
171,"180,000",,2017,2021,홍파동,경희궁자이(2단지),4,17,84.907,,199,11110,18,,
172,"172,000",,2017,2021,홍파동,경희궁자이(2단지),4,26,84.944,,199,11110,2,,
173,"172,000",,2017,2021,홍파동,경희궁자이(2단지),4,26,84.944,,199,11110,2,21.07.27,O
174,"88,000",,2017,2021,교북동,경희궁자이(4단지),4,26,37.2635,,126,11110,14,,
175,"175,000",,2009,2021,평창동,롯데캐슬로잔,4,3,215.146,,108,11110,9,,
176,"75,300",,1998,2021,평창동,삼성,4,15,84.93,,596,11110,13,,
177,"52,000",,1998,2021,평창동,삼성,4,17,59.97,,596,11110,2,,
178,"76,500",,1996,2021,평창동,일성빌라트,4,20,84.99,,145-5,11110,1,,
179,"140,000",,2004,2021,평창동,벽산블루밍평창힐스,4,22,150.83,,45,11110,3,,
180,"54,900",,1996,2021,평창동,일성빌라트,4,24,59.82,,145-5,11110,5,,
181,"75,700",,1998,2021,평창동,삼성,4,24,84.93,,596,11110,5,,
182,"165,000",,2008,2021,무악동,인왕산아이파크,4,1,114.931,,60,11110,16,,
183,"145,000",,2015,2021,무악동,인왕산2차아이파크,4,3,112.8144,,88,11110,5,,
184,"146,000",,2000,2021,무악동,현대,4,7,114.9,,82,11110,17,,
185,"127,000",,2015,2021,무악동,인왕산2차아이파크,4,12,84.2395,,88,11110,3,,
186,"84,970",,2000,2021,무악동,현대,4,17,60,,82,11110,13,,
187,"123,460",,2000,2021,무악동,현대,4,24,84.92,,82,11110,18,,
188,"32,000",,1999,2021,통인동,효자,5,13,61.49,,5-1,11110,3,,
189,"177,700",,2008,2021,사직동,광화문스페이스본(101동~105동),5,24,151.81,,9,11110,8,,
190,"78,000",,1981,2021,신문로1가,신문로맨션,5,16,91.53,,238,11110,9,,
191,"80,000",,2008,2021,견지동,대성스카이렉스,5,8,116.03,,110,11110,14,,
192,"31,700",,2003,2021,익선동,현대뜨레비앙,5,3,46.64,,55,11110,5,,
193,"26,100",,2003,2021,익선동,현대뜨레비앙,5,9,36.08,,55,11110,8,,
194,"29,000",,2003,2021,익선동,현대뜨레비앙,5,19,43.98,,55,11110,7,,
195,"30,000",,2003,2021,익선동,현대뜨레비앙,5,24,45.5,,55,11110,8,,
196,"120,000",,1995,2021,명륜2가,아남1,5,10,84.9,,4,11110,11,,
197,"123,000",,1995,2021,명륜2가,아남1,5,14,84.9,,4,11110,13,,
198,"77,500",,1993,2021,창신동,창신쌍용2,5,8,79.87,,703,11110,12,,
199,"84,800",,2003,2021,창신동,창신이수,5,19,84.5,,23-816,11110,5,,
200,"62,900",,1993,2021,창신동,창신쌍용2,5,22,54.7,,703,11110,2,,
201,"79,500",,1999,2021,창신동,두산,5,25,59.95,,232,11110,2,,
202,"68,800",,1993,2021,창신동,창신쌍용2,5,26,64.66,,703,11110,12,,
203,"64,900",,1993,2021,창신동,창신쌍용2,5,28,54.7,,703,11110,11,,
204,"61,000",,1993,2021,창신동,창신쌍용2,5,31,54.7,,703,11110,2,,
205,"110,000",,2009,2021,숭인동,종로청계힐스테이트,5,8,114.7153,,766,11110,5,,
206,"12,000",,2013,2021,숭인동,버넷하임1,5,17,17.96,,1421,11110,14,,
207,"36,000",,2000,2021,숭인동,숭인동102동(569-5),5,21,59.74,,569-5,11110,6,,
208,"240,000",,2017,2021,평동,경희궁자이(3단지),5,11,116.938,,233,11110,7,,
209,"157,000",,2017,2021,평동,경희궁자이(3단지),5,14,59.855,,233,11110,14,,
210,"197,000",,2017,2021,평동,경희궁자이(3단지),5,15,84.836,,233,11110,16,,
211,"160,000",,2017,2021,평동,경희궁자이(3단지),5,19,59.471,,233,11110,5,,
212,"185,000",,2017,2021,홍파동,경희궁자이(2단지),5,8,84.614,,199,11110,8,,
213,"18,000",,1971,2021,행촌동,대성아파트,5,5,30.28,,41-1,11110,1,,
214,"21,500",,1971,2021,행촌동,대성아파트,5,28,30.28,,41-1,11110,3,,
215,"74,500",,1998,2021,평창동,삼성,5,23,84.93,,596,11110,12,,
216,"210,000",,2009,2021,평창동,롯데캐슬로잔,5,28,238.858,,108,11110,5,,
217,"155,000",,2004,2021,평창동,벽산블루밍평창힐스,5,29,210.53,,45,11110,4,,
218,"142,000",,2008,2021,무악동,인왕산아이파크,5,1,84.858,,60,11110,11,,
219,"126,990",,2000,2021,무악동,현대,5,21,84.92,,82,11110,14,,
220,"115,000",,2008,2021,무악동,인왕산아이파크,5,23,59.993,,60,11110,6,,
221,"129,000",,2008,2021,무악동,인왕산아이파크,5,24,84.858,,60,11110,1,,
222,"80,000",,2002,2021,신교동,신현(101동),6,15,84.82,,6-13,11110,1,21.08.17,O
223,"175,000",,2004,2021,내수동,킹스매너,6,14,201.82,,110-15,11110,3,,
224,"95,000",,2006,2021,인의동,효성쥬얼리시티,6,13,92.81,,48-2,11110,15,,
225,"105,000",,2006,2021,인의동,효성쥬얼리시티,6,25,106.81,,48-2,11110,8,,
226,"53,000",,1999,2021,창신동,덕산,6,6,59.28,,639-50,11110,5,,
227,"74,500",,1992,2021,창신동,창신쌍용1,6,12,54.7,,702,11110,9,,
228,"64,400",,1993,2021,창신동,창신쌍용2,6,18,54.7,,703,11110,3,,
229,"86,000",,1992,2021,창신동,창신쌍용1,6,19,79.87,,702,11110,8,,
230,"56,500",,2002,2021,창신동,MID그린(6동),6,19,59.04,,601-7,11110,6,,
231,"69,900",,1993,2021,창신동,창신쌍용2,6,19,64.66,,703,11110,7,,
232,"67,800",,1993,2021,창신동,창신쌍용2,6,19,54.7,,703,11110,6,,
233,"83,000",,1999,2021,창신동,두산,6,24,59.95,,232,11110,20,,
234,"67,000",,1993,2021,창신동,창신쌍용2,6,25,54.7,,703,11110,4,,
235,"11,000",,2013,2021,숭인동,종로유케이201,6,10,12.09,,201-11,11110,9,,
236,"12,900",,2013,2021,숭인동,종로중흥S클래스,6,15,17.811,,202-3,11110,14,,
237,"11,700",,2012,2021,숭인동,삼전솔하임2차,6,16,16.67,,296-19,11110,10,,
238,"98,000",,2008,2021,숭인동,종로센트레빌,6,19,59.92,,2-1,11110,2,,
239,"10,800",,2013,2021,숭인동,종로동광모닝스카이,6,19,15.855,,1421-1,11110,11,,
240,"108,500",,2009,2021,숭인동,종로청계힐스테이트,6,28,84.9478,,766,11110,16,,
241,"194,500",,2017,2021,홍파동,경희궁자이(2단지),6,2,84.614,,199,11110,18,,
242,"100,000",,2008,2021,평창동,르트랑시망,6,25,140.49,,102,11110,1,,
243,"58,400",,2004,2021,부암동,부암스카이뷰,6,19,81,,218-1,11110,4,,
244,"39,000",,1998,2021,신영동,대아파크빌,6,21,59.22,,254,11110,4,,
245,"149,000",,2000,2021,무악동,현대,6,6,114.9,,82,11110,9,,
246,"98,950",,2000,2021,무악동,현대,6,19,60,,82,11110,5,,
247,"145,000",,2008,2021,무악동,인왕산아이파크,6,23,84.858,,60,11110,12,,
248,"94,490",,2000,2021,무악동,현대,6,25,60,,82,11110,6,,
249,"167,000",,2008,2021,사직동,광화문스페이스본(106동),7,15,144.52,,9-1,11110,7,,
250,"180,000",,2008,2021,사직동,광화문스페이스본(101동~105동),7,19,147.31,,9,11110,7,,
251,"164,500",,2008,2021,사직동,광화문스페이스본(101동~105동),7,22,159.01,,9,11110,9,,
252,"129,500",,2008,2021,사직동,광화문스페이스본(101동~105동),7,24,97.61,,9,11110,7,,
253,"138,000",,2008,2021,사직동,광화문스페이스본(101동~105동),7,29,94.51,,9,11110,8,,
254,"138,000",,2008,2021,사직동,광화문스페이스본(101동~105동),7,29,94.51,,9,11110,8,21.10.13,O
255,"177,000",,2004,2021,내수동,경희궁의아침3단지,7,19,150.48,,72,11110,15,,
256,"205,000",,2004,2021,내수동,경희궁의아침4단지,7,31,150.48,,73,11110,13,,
257,"360,000",,2020,2021,신문로2가,디팰리스,7,7,158.324,,171,11110,16,,
258,"130,000",,2005,2021,수송동,로얄팰리스스위트,7,1,130.98,,85,11110,17,,
259,"126,500",,2008,2021,견지동,대성스카이렉스,7,20,137.55,,110,11110,6,,
260,"31,500",,2003,2021,익선동,현대뜨레비앙,7,12,48.54,,55,11110,3,,
261,"26,800",,2003,2021,익선동,현대뜨레비앙,7,12,36.08,,55,11110,8,,
262,"30,000",,2003,2021,익선동,현대뜨레비앙,7,19,43.98,,55,11110,6,,
263,"89,000",,2006,2021,인의동,효성쥬얼리시티,7,12,84.64,,48-2,11110,7,,
264,"75,000",,1993,2021,창신동,창신쌍용2,7,5,79.87,,703,11110,2,,
265,"70,000",,1993,2021,창신동,창신쌍용2,7,10,64.66,,703,11110,9,,
266,"85,000",,1993,2021,창신동,창신쌍용2,7,12,79.87,,703,11110,7,,
267,"84,500",,1993,2021,창신동,창신쌍용2,7,16,79.87,,703,11110,13,,
268,"55,900",,1999,2021,창신동,덕산,7,17,59.28,,639-50,11110,4,,
269,"69,800",,1993,2021,창신동,창신쌍용2,7,25,54.7,,703,11110,7,,
270,"108,500",,1999,2021,창신동,두산,7,26,84.9,,232,11110,4,,
271,"65,500",,1993,2021,창신동,창신쌍용2,7,28,64.66,,703,11110,3,,
272,"30,000",,1997,2021,숭인동,도시그린빌라,7,5,58.79,,181-121,11110,1,,
273,"10,500",,2013,2021,숭인동,종로아인스빌,7,5,12.15,,1392-1,11110,15,,
274,"12,000",,2013,2021,숭인동,종로동광모닝스카이,7,19,15.855,,1421-1,11110,10,,
275,"11,500",,2013,2021,숭인동,종로동광모닝스카이,7,21,15.855,,1421-1,11110,16,,
276,"95,000",,2008,2021,숭인동,종로센트레빌,7,28,59.92,,2-1,11110,4,,
277,"189,000",,2017,2021,홍파동,경희궁자이(2단지),7,6,84.614,,199,11110,2,,
278,"189,000",,2017,2021,홍파동,경희궁자이(2단지),7,6,84.614,,199,11110,2,21.09.27,O
279,"194,000",,2017,2021,홍파동,경희궁자이(2단지),7,13,84.944,,199,11110,11,,
280,"195,000",,2017,2021,홍파동,경희궁자이(2단지),7,16,84.907,,199,11110,21,,
281,"164,700",,2017,2021,홍파동,경희궁자이(2단지),7,22,59.855,,199,11110,11,,
282,"87,000",,2017,2021,교북동,경희궁자이(4단지),7,3,37.2635,,126,11110,8,,
283,"119,000",,2017,2021,교북동,경희궁자이(4단지),7,10,45.879,,126,11110,18,,
284,"85,000",,2017,2021,교북동,경희궁자이(4단지),7,30,33.982,,126,11110,7,,
285,"46,300",,1971,2021,행촌동,대성아파트,7,17,94.94,,41-1,11110,7,,
286,"14,000",,1971,2021,행촌동,대성아파트,7,27,19.27,,41-1,11110,1,,
287,"58,500",,2019,2021,구기동,마운틴뷰,7,3,66.13,,125-5,11110,3,,
288,"162,500",,2004,2021,평창동,벽산블루밍평창힐스,7,8,186.9,,45,11110,5,,
289,"19,000",,1997,2021,평창동,갑을아파트,7,22,30.46,,595,11110,13,,
290,"50,000",,2004,2021,부암동,부암스카이뷰,7,14,76.65,,218-1,11110,2,,
291,"49,000",,2004,2021,부암동,부암스카이뷰,7,29,81,,218-1,11110,1,,
292,"139,400",,2008,2021,무악동,인왕산아이파크,7,8,84.858,,60,11110,5,,
293,"125,000",,2000,2021,무악동,현대,7,10,84.92,,82,11110,14,,
294,"140,000",,2019,2021,무악동,경희궁롯데캐슬,7,14,59.6737,,89,11110,4,,
295,"139,950",,2000,2021,무악동,현대,7,31,114.9,,82,11110,10,22.01.03,O
296,"140,000",,2000,2021,무악동,현대,7,31,114.9,,82,11110,10,,
297,"80,000",,2002,2021,신교동,신현(101동),8,16,84.82,,6-13,11110,1,,
298,"209,000",,2008,2021,사직동,광화문스페이스본(106동),8,5,163.33,,9-1,11110,13,,
299,"160,000",,2008,2021,사직동,광화문스페이스본(101동~105동),8,10,158.99,,9,11110,4,,
300,"165,000",,2008,2021,사직동,광화문스페이스본(101동~105동),8,21,136.4,,9,11110,8,,
301,"96,000",,2008,2021,견지동,대성스카이렉스,8,4,116.03,,110,11110,5,,
302,"32,000",,2003,2021,익선동,현대뜨레비앙,8,14,48.54,,55,11110,7,,
303,"19,700",,2014,2021,연건동,이화에수풀,8,2,16.98,,195-10,11110,4,,
